"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,unknown,65+,"Test - Branding - เปลี่ยนโอากาสพิเศษ",0.11,5,5,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,55-64,"ผ่อนทอง 0% June 2026",0.09,6,6,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,unknown,35-44,"Test - Branding - เปลี่ยนโอากาสพิเศษ",0.09,4,4,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,55-64,"Gems of The Day  21- 30 Jun 26",0.08,2,2,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day  -Broad",unknown,65+,"Pay Day 25-30 June 2026",0.08,2,2,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,25-34,"Gems of The Day  21- 30 Jun 26",0.07,1,1,,,1,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,55-64,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",0.07,4,4,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,18-24,"ผ่อนทอง 0% June 2026",0.07,4,6,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,unknown,55-64,"Aurora Mid Year Gold Sale  25- 30 Jun 26",0.07,4,5,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,unknown,25-34,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",0.06996094,7,7,,,,,,2026-06-30,2026-06-30
